loinc_num,long_common_name,component,system,method_typ,scale_typ,specimen_norm,specimen_clean,System,Model,method_class,method_clean,analyte_clean,elr_name,has_specimen,has_specimen,has_method,has_method,has_model,noise_corruption,noise_compression,noise_omission,noise_total,noise_level,analyte_len,info_score,coverage_pattern,has_analyte,seed_id,variant_id
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,COVID19 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,0,False,0,True,0,0,1,1,2,medium,10,3,A+M,True,164,2
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,SARS2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD | RAPID,0,False,1,True,0,0,1,0,1,low,12,3,A+M,True,164,3
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,SARS-COV-2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD - RAPID AG,0,False,1,True,0,0,0,0,0,low,13,3,A+M,True,164,4
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,SARS-COV-2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD LAB RESULT / RAPID AG,0,False,1,True,0,0,2,0,2,medium,15,3,A+M+I,True,164,5
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,SARS2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,0,False,0,True,0,0,1,1,2,medium,10,3,A+M,True,164,6
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,CELLTRION - SARS-COV-2 N-GENE PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD RES - RAPID ANTIGEN,0,False,1,True,1,0,2,0,2,medium,16,3,A+M+I,True,164,7
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,CELLTRION | COVID-19 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,0,False,0,True,1,0,1,1,2,medium,12,3,A+M,True,164,8
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,CELLTRION - SARS-COV-2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD - RAPID ANTIGEN - MID TURBINATE NASAL SWAB SWAB,1,True,1,True,1,0,0,0,0,low,21,3,A+M+S,True,164,9
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,COVID-19 N-PROT PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD | RAPID ANTIGEN,0,False,1,True,0,0,2,0,2,medium,13,3,A+M,True,164,10
97097-0,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA.rapid,Ord,NASAL,mid-turbinate swab,Respiratory.upper,Celltrion DiaTrust COVID-19 Ag Home Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD,SARS-COV-2 NUCLEOCAPSID PROTEIN ANTIGEN AND OR RECEPTOR BINDING DOMAIN RBD / RAPID ANTIGEN / ANTERIOR NARES,1,True,1,True,0,0,0,0,0,low,16,3,A+M+S,True,164,11
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,COVID-19 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN | RAPID ANTIGEN,0,False,1,True,0,0,1,0,1,low,9,3,A+M,True,165,0
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,SARS-COV-2 N-AG AND RBD PROTEIN ANTIGEN RAPID NASAL ASPIRATE SWAB,1,True,1,True,0,0,1,0,1,low,10,3,A+M+S,True,165,1
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,CV19 N-GENE AND RBD PROTEIN ANTIGEN | RAPID ANTIGEN,0,False,1,True,0,0,2,0,2,medium,9,3,A+M,True,165,2
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,SARS-COV-2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN - RAPID ANTIGEN,0,False,1,True,0,0,0,0,0,low,9,3,A+M,True,165,3
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,SARS-COV-2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN FINDING - RAPID ANTIGEN - ANTERIOR NARES SWAB,1,True,1,True,0,0,1,0,1,low,14,3,A+M+S,True,165,4
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,CELLTRION | SARS2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN | RAPID AG,0,False,1,True,1,0,1,0,1,low,11,3,A+M,True,165,5
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,SARS-COV-2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN / RAPID AG / NASAL SWAB,1,True,1,True,0,0,0,0,0,low,12,3,A+M+S,True,165,6
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,SARS-COV-2 N-AG AND RBD PROTEIN ANTIGEN RAPID ANTIGEN,0,False,1,True,0,0,1,0,1,low,8,3,A+M,True,165,7
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,COVID19 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN - ANTERIOR NARES SWAB,1,True,0,True,0,0,1,1,2,medium,10,3,A+M+S,True,165,8
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,SARS2 N-ANTIGEN AND RBD PROTEIN ANTIGEN - MIDTURBINATE,1,False,0,True,0,0,2,1,3,medium,8,3,A+M,True,165,9
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,COVID-19 N-ANTIGEN AND RBD PROTEIN ANTIGEN RAPID AG MIDTURBINATE,1,False,1,True,0,0,2,0,2,medium,9,3,A+M,True,165,10
95209-3,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,SARS coronavirus+SARS coronavirus 2 Ag,Respiratory System Specimen,IA.rapid,Ord,NASAL,mid-turbinate nasal swabs,Respiratory,Celltrion DiaTrust COVID-19 Ag Rapid Test*,antigen,IA.rapid,SARSCOV2 NUCLEOCAPSID AND RBD PROTEIN ANTIGEN,CELLTRION | COVID19 AND RBD PROTEIN ANTIGEN | RAPID,0,False,1,True,1,0,1,1,2,medium,9,3,A+M,True,165,11
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,SAMPINUTE | CV19 ANTIGEN | ELISA,0,False,1,True,1,0,1,0,1,low,6,3,A+M,True,166,0
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,SARS-CPOV-2 IMM,0,False,0,False,0,1,2,1,4,high,2,1,A,True,166,1
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,SAMPINUTE | CV19 ANTIGEN | AG,0,False,1,True,1,0,1,0,1,low,6,3,A+M,True,166,2
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,COVID19 ANTIGEN / IMMUNOASSAY / NASOPHARYNGEAL ASPIRATE,1,True,1,True,0,0,1,0,1,low,7,3,A+M+S,True,166,3
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,COVID19 AG - ANTIGEN - NP SWAB SWAB,1,True,1,True,0,0,2,0,2,medium,8,3,A+M+S,True,166,4
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,SARS-COV-2 ANTIGEN,0,False,0,True,0,0,0,1,1,low,2,3,A+M,True,166,5
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,COVID-19 AG / IMMUNOASSAY,0,False,1,True,0,0,2,0,2,medium,4,3,A+M,True,166,6
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,SARS-COV-2 ANTIGEN / AG,0,False,1,True,0,0,0,0,0,low,4,3,A+M,True,166,7
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,SARS2 IMM / ELISA,0,False,1,False,0,0,2,0,2,medium,4,1,A,True,166,8
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,SAMPINUTE COVID19 IMM IMMUNOASSAY NASOPHARYNGEAL SWAB,1,True,1,False,1,0,2,0,2,medium,6,1,A+S,True,166,9
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,SARS-COV-2 ANTIGEN IMMUNOASSAY NASOPHARYNGEAL WASH,1,True,1,True,0,0,1,0,1,low,5,3,A+M+S,True,166,10
96119-3,SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Immunoassay,SARS coronavirus 2 Ag,Respiratory system specimen.upper,IA,Ord,NP,nasopharyngeal swab,Respiratory.upper,Sampinute COVID-19 Antigen MIA,antigen,IA,SARSCOV2 ANTIGEN INTERPRETATION,SAMPINUTE - CV19 ANTIGEN,0,False,0,True,1,0,1,1,2,medium,4,3,A+M,True,166,11
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA SARS-COV-2 / NAA / NPH,1,False,1,True,0,0,0,0,0,low,6,3,A+M,True,167,0
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA | INFLUENZA SARS-COV-2 | RT-QPCR,0,False,1,True,1,0,0,0,0,low,6,3,A+M,True,167,1
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA INFLUENZA SARS-COV-2 NAAT NASOPHARYNGEAL WASH SWAB,1,True,1,True,1,0,0,0,0,low,7,3,A+M+S,True,167,2
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFUENZA - INFLUENZA SARS-COV-2,0,False,0,False,1,1,0,1,2,medium,4,1,A,True,167,3
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA SARS2 | RT-PCR,0,False,1,True,0,0,1,0,1,low,4,3,A+M,True,167,4
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA SARS-COV-2 / RT-QPCR,0,False,1,True,0,0,0,0,0,low,4,3,A+M,True,167,5
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA INFLUENZA SARS-COV-2 NAAT,0,False,1,True,1,0,1,0,1,low,4,3,A+M,True,167,6
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA SARS2 | RT-PCR | NPH,1,False,1,True,0,0,1,0,1,low,6,3,A+M,True,167,7
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA SARS-COV-2 STATUS QPCR,0,False,1,True,0,0,2,0,2,medium,4,3,A+M+I,True,167,8
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,IFLUENZA SARS-COV-2,0,False,0,False,0,1,0,1,2,medium,2,1,A,True,167,9
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA SARS-COV-2 - NAA - NASOPHARYNGEAL SWAB,1,True,1,True,0,0,1,0,1,low,7,3,A+M+S,True,167,10
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,NP,nasopharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA / INFLUENZA SARS-COV-2 / NAAT,0,False,1,True,1,0,1,0,1,low,6,3,A+M,True,167,11
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,THROAT,oropharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA SARS-COV-2 / PCR / OROPHARYNGEAL SWAB,1,True,1,True,0,0,0,0,0,low,7,3,A+M+S,True,168,0
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,THROAT,oropharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA - INFLUENZA SARS-COV-2 - NAAT,0,False,1,True,1,0,0,0,0,low,6,3,A+M,True,168,1
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,THROAT,oropharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA SARS-COV-2 / RT-PCR,0,False,1,True,0,0,0,0,0,low,4,3,A+M,True,168,2
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,THROAT,oropharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA SARS-COV-2 - PCR - THRT,1,False,1,True,0,0,0,0,0,low,6,3,A+M,True,168,3
95423-0,Influenza virus A and B and SARS-CoV-2 (COVID-19) identified in Respiratory system specimen by NAA with probe detection,Influenza virus A & Influenza virus B & SARS coronavirus 2,Respiratory System Specimen,Probe.amp.tar,Nom,THROAT,oropharyngeal swabs,Respiratory,Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay*,naat,Probe.amp.tar,INFLUENZA SARSCOV2 RESULT INTERPRETATION,INFLUENZA - INFLUENZA COVID19 FIN - NAAT,0,False,1,True,1,0,2,0,2,medium,7,3,A+M,True,168,4
